company_id,name,industry,country,created_at
166,Company_00166,FinTech,CA,2023-06-23
167,Company_00167,SaaS,US,2020-10-07
168,Company_00168,Cloud,DE,2019-12-02
169,Company_00169,FinTech,UK,2020-11-02
170,Company_00170,EdTech,NL,2019-02-15
171,Company_00171,Logistics,FR,2019-08-02
172,Company_00172,Media,IN,2019-06-30
173,Company_00173,Logistics,CH,2023-03-30
174,Company_00174,EdTech,NL,2022-12-21
175,Company_00175,Media,NL,2022-10-31
176,Company_00176,Media,UK,2021-07-16
177,Company_00177,BioTech,FR,2022-12-10
178,Company_00178,FinTech,AE,2019-11-20
179,Company_00179,FinTech,CH,2023-12-14
180,Company_00180,AI,FR,2021-10-03
181,Company_00181,EdTech,DE,2024-02-27
182,Company_00182,EdTech,CH,2019-11-02
183,Company_00183,BioTech,AE,2021-09-25
184,Company_00184,FinTech,CH,2022-10-30
185,Company_00185,FinTech,FR,2021-09-22
186,Company_00186,FinTech,AE,2021-06-14
187,Company_00187,Logistics,US,2019-11-30
188,Company_00188,EdTech,US,2021-02-04
189,Company_00189,FinTech,US,2020-04-24
190,Company_00190,Media,UK,2020-08-28
191,Company_00191,Ecommerce,FR,2022-10-04
192,Company_00192,EdTech,US,2022-06-19
193,Company_00193,BioTech,UK,2022-05-04
194,Company_00194,SaaS,SG,2020-12-27
195,Company_00195,Media,SG,2024-04-11
196,Company_00196,Cloud,DE,2019-06-26
197,Company_00197,Cloud,NL,2020-11-18
198,Company_00198,FinTech,UK,2019-08-25
199,Company_00199,Ecommerce,US,2020-11-11
200,Company_00200,HealthTech,FR,2024-04-15
201,Company_00201,AI,DE,2021-01-05
202,Company_00202,Cloud,US,2023-12-30
203,Company_00203,BioTech,SG,2021-09-21
204,Company_00204,BioTech,NL,2022-11-06
205,Company_00205,AI,DE,2021-07-07
206,Company_00206,Cloud,FR,2020-06-17
207,Company_00207,Cloud,CH,2023-03-15
208,Company_00208,Media,NL,2024-04-30
209,Company_00209,Media,DE,2020-06-13
210,Company_00210,EdTech,CA,2023-04-13
211,Company_00211,SaaS,US,2020-06-08
212,Company_00212,HealthTech,IN,2022-12-10
213,Company_00213,BioTech,NL,2023-05-04
214,Company_00214,Ecommerce,AE,2021-06-21
215,Company_00215,FinTech,CA,2023-01-19
216,Company_00216,Cloud,CA,2020-06-30
217,Company_00217,AI,CA,2019-06-09
218,Company_00218,Media,CA,2019-07-13
219,Company_00219,HealthTech,SG,2021-06-16
220,Company_00220,Ecommerce,US,2023-12-18
221,Company_00221,Ecommerce,SG,2019-09-14
222,Company_00222,Ecommerce,NL,2021-07-04
223,Company_00223,AI,NL,2022-11-14
224,Company_00224,HealthTech,FR,2020-02-11
225,Company_00225,Media,IN,2022-12-20
226,Company_00226,Ecommerce,FR,2020-09-06
227,Company_00227,AI,SG,2023-06-12
228,Company_00228,Media,AE,2022-03-09
229,Company_00229,AI,FR,2022-01-03
230,Company_00230,SaaS,CA,2019-12-21
231,Company_00231,SaaS,US,2021-07-19
232,Company_00232,AI,FR,2023-09-17
233,Company_00233,EdTech,DE,2019-02-09
234,Company_00234,Cloud,FR,2023-03-04
235,Company_00235,FinTech,AE,2021-09-16
236,Company_00236,Logistics,US,2022-12-15
237,Company_00237,HealthTech,SG,2022-08-24
238,Company_00238,AI,AE,2021-05-17
239,Company_00239,AI,FR,2020-09-11
240,Company_00240,Ecommerce,UK,2022-06-13
241,Company_00241,SaaS,NL,2019-10-09
242,Company_00242,SaaS,SG,2022-03-18
243,Company_00243,Logistics,AE,2019-07-10
244,Company_00244,HealthTech,FR,2022-07-28
245,Company_00245,Ecommerce,AE,2022-06-16
246,Company_00246,SaaS,NL,2019-06-19
247,Company_00247,SaaS,DE,2023-03-02
248,Company_00248,FinTech,CA,2021-04-14
249,Company_00249,Ecommerce,NL,2023-04-30
250,Company_00250,FinTech,CH,2019-03-25
251,Company_00251,HealthTech,SG,2019-12-27
252,Company_00252,Ecommerce,NL,2021-09-18
253,Company_00253,HealthTech,US,2020-01-13
254,Company_00254,SaaS,DE,2020-10-24
255,Company_00255,FinTech,UK,2022-08-19
256,Company_00256,Cloud,IN,2019-10-18
257,Company_00257,EdTech,AE,2022-09-22
258,Company_00258,FinTech,US,2019-07-27
259,Company_00259,HealthTech,IN,2019-12-18
260,Company_00260,Ecommerce,UK,2022-03-25
261,Company_00261,Cloud,AE,2023-05-13
262,Company_00262,Media,FR,2019-12-09
263,Company_00263,BioTech,SG,2020-08-25
264,Company_00264,FinTech,CA,2024-02-01
265,Company_00265,AI,CA,2024-06-10
266,Company_00266,AI,SG,2022-03-12
267,Company_00267,EdTech,UK,2021-06-16
268,Company_00268,Media,DE,2020-11-27
269,Company_00269,Ecommerce,CH,2022-05-14
270,Company_00270,Logistics,CH,2022-04-01
271,Company_00271,HealthTech,US,2020-08-14
272,Company_00272,HealthTech,DE,2019-02-15
273,Company_00273,Ecommerce,DE,2019-11-01
274,Company_00274,BioTech,US,2024-04-08
275,Company_00275,AI,CA,2021-04-19
276,Company_00276,EdTech,US,2021-08-26
277,Company_00277,EdTech,SG,2021-07-26
278,Company_00278,Ecommerce,IN,2023-04-21
279,Company_00279,Cloud,CH,2019-05-11
280,Company_00280,SaaS,AE,2019-06-16
281,Company_00281,Media,NL,2020-07-07
282,Company_00282,SaaS,DE,2021-09-04
283,Company_00283,Ecommerce,IN,2022-09-09
284,Company_00284,Media,US,2021-09-12
285,Company_00285,EdTech,SG,2021-06-04
286,Company_00286,Ecommerce,IN,2024-02-27
287,Company_00287,Media,UK,2019-11-20
288,Company_00288,FinTech,SG,2022-02-22
289,Company_00289,EdTech,NL,2021-12-24
290,Company_00290,Logistics,US,2021-08-08
291,Company_00291,HealthTech,SG,2023-06-10
292,Company_00292,Cloud,CH,2020-06-20
293,Company_00293,BioTech,FR,2024-03-30
294,Company_00294,SaaS,CA,2020-10-27
295,Company_00295,SaaS,CH,2021-12-30
296,Company_00296,SaaS,AE,2021-11-11
297,Company_00297,AI,CA,2023-09-03
298,Company_00298,AI,US,2021-05-31
299,Company_00299,BioTech,NL,2020-07-25
300,Company_00300,EdTech,NL,2019-02-13
301,Company_00301,SaaS,DE,2020-12-31
302,Company_00302,AI,AE,2023-07-18
303,Company_00303,BioTech,DE,2019-01-20
304,Company_00304,Media,FR,2023-12-05
305,Company_00305,HealthTech,DE,2021-12-25
306,Company_00306,SaaS,SG,2019-10-09
307,Company_00307,FinTech,CA,2020-08-29
308,Company_00308,Ecommerce,SG,2022-01-17
309,Company_00309,AI,CH,2020-09-25
310,Company_00310,Ecommerce,CH,2019-08-07
311,Company_00311,SaaS,UK,2022-08-30
312,Company_00312,Ecommerce,SG,2022-09-11
313,Company_00313,HealthTech,CH,2019-08-27
314,Company_00314,AI,UK,2020-07-18
315,Company_00315,SaaS,US,2020-05-04
316,Company_00316,BioTech,CH,2022-08-17
317,Company_00317,AI,FR,2023-01-06
318,Company_00318,Ecommerce,FR,2022-12-30
319,Company_00319,Cloud,FR,2024-02-29
320,Company_00320,BioTech,SG,2023-03-24
321,Company_00321,FinTech,FR,2020-10-05
322,Company_00322,FinTech,FR,2019-08-05
323,Company_00323,SaaS,FR,2022-05-19
324,Company_00324,Logistics,US,2024-01-14
325,Company_00325,Ecommerce,US,2024-05-12
326,Company_00326,Ecommerce,AE,2020-04-07
327,Company_00327,Logistics,US,2020-04-19
328,Company_00328,Logistics,CH,2019-03-17
329,Company_00329,SaaS,AE,2019-10-11
330,Company_00330,FinTech,IN,2022-01-19
331,Company_00331,BioTech,FR,2022-01-02
332,Company_00332,Cloud,CH,2021-01-14
333,Company_00333,Media,AE,2020-09-14
334,Company_00334,Cloud,US,2023-07-25
335,Company_00335,AI,AE,2021-07-12
336,Company_00336,Media,UK,2023-06-11
337,Company_00337,Media,IN,2024-04-18
338,Company_00338,Media,IN,2020-09-28
339,Company_00339,FinTech,AE,2020-02-12
340,Company_00340,FinTech,FR,2024-03-28
341,Company_00341,AI,IN,2022-06-28
342,Company_00342,Logistics,CA,2020-08-07
343,Company_00343,Cloud,SG,2022-06-02
344,Company_00344,Ecommerce,NL,2021-10-31
345,Company_00345,Media,US,2023-12-24
346,Company_00346,Media,CA,2020-05-28
347,Company_00347,Cloud,US,2024-06-13
348,Company_00348,FinTech,AE,2024-02-23
349,Company_00349,HealthTech,CH,2019-12-29
350,Company_00350,HealthTech,IN,2019-11-27
351,Company_00351,BioTech,SG,2021-12-06
352,Company_00352,EdTech,NL,2019-04-01
353,Company_00353,AI,NL,2020-08-22
354,Company_00354,SaaS,CA,2021-05-23
355,Company_00355,Logistics,CA,2024-04-30
356,Company_00356,BioTech,SG,2024-06-15
357,Company_00357,AI,DE,2019-11-01
358,Company_00358,HealthTech,FR,2023-11-26
359,Company_00359,Logistics,FR,2019-07-02
360,Company_00360,EdTech,CH,2023-02-12
361,Company_00361,Logistics,FR,2023-08-26
362,Company_00362,Media,UK,2023-11-24
363,Company_00363,Ecommerce,CH,2020-03-24
364,Company_00364,EdTech,CH,2023-11-30
365,Company_00365,Media,IN,2019-08-21
366,Company_00366,HealthTech,SG,2021-11-07
367,Company_00367,HealthTech,CH,2021-07-31
368,Company_00368,SaaS,NL,2020-09-26
369,Company_00369,Ecommerce,DE,2019-02-14
370,Company_00370,SaaS,UK,2023-03-31
371,Company_00371,BioTech,FR,2020-11-04
372,Company_00372,SaaS,SG,2022-08-21
373,Company_00373,EdTech,NL,2021-04-03
374,Company_00374,Logistics,UK,2021-01-20
375,Company_00375,Cloud,SG,2023-11-15
376,Company_00376,Ecommerce,AE,2019-07-09
377,Company_00377,Ecommerce,SG,2023-01-19
378,Company_00378,HealthTech,CA,2023-02-08
379,Company_00379,Logistics,US,2021-02-02
380,Company_00380,HealthTech,AE,2020-06-11
381,Company_00381,FinTech,US,2019-01-11
382,Company_00382,Cloud,FR,2024-02-25
383,Company_00383,EdTech,CH,2024-03-18
384,Company_00384,FinTech,CA,2020-04-28
385,Company_00385,EdTech,CH,2019-03-06
386,Company_00386,Ecommerce,CA,2019-09-04
387,Company_00387,FinTech,US,2019-05-16
388,Company_00388,AI,IN,2023-07-27
389,Company_00389,BioTech,AE,2023-11-26
390,Company_00390,SaaS,IN,2019-11-04
391,Company_00391,Ecommerce,DE,2023-02-08
392,Company_00392,Cloud,CH,2019-12-26
393,Company_00393,Ecommerce,CA,2021-01-07
394,Company_00394,SaaS,AE,2022-04-18
395,Company_00395,AI,US,2022-12-16
396,Company_00396,EdTech,US,2023-10-23
397,Company_00397,Cloud,FR,2019-03-31
398,Company_00398,EdTech,IN,2020-01-30
399,Company_00399,SaaS,NL,2020-07-17
400,Company_00400,Media,CH,2020-09-15
401,Company_00401,BioTech,AE,2024-06-27
402,Company_00402,EdTech,DE,2023-04-11
403,Company_00403,Media,UK,2020-10-05
404,Company_00404,BioTech,UK,2024-05-05
405,Company_00405,HealthTech,US,2021-09-29
406,Company_00406,AI,NL,2021-10-02
407,Company_00407,Logistics,US,2021-05-20
408,Company_00408,AI,SG,2019-10-16
409,Company_00409,EdTech,IN,2024-02-20
410,Company_00410,BioTech,CA,2019-01-28
411,Company_00411,FinTech,NL,2019-12-16
412,Company_00412,Logistics,CH,2020-04-06
413,Company_00413,SaaS,UK,2020-07-14
414,Company_00414,Logistics,NL,2019-09-22
415,Company_00415,AI,UK,2019-02-06
416,Company_00416,HealthTech,IN,2022-09-22
417,Company_00417,Cloud,CA,2024-04-30
418,Company_00418,HealthTech,DE,2019-09-02
419,Company_00419,SaaS,CA,2020-08-18
420,Company_00420,Ecommerce,CA,2021-10-13
421,Company_00421,BioTech,NL,2024-02-06
422,Company_00422,SaaS,NL,2022-10-26
423,Company_00423,AI,FR,2023-03-19
424,Company_00424,AI,CA,2022-03-12
425,Company_00425,Media,SG,2021-04-17
426,Company_00426,SaaS,US,2020-02-06
427,Company_00427,SaaS,CA,2023-10-02
428,Company_00428,Logistics,NL,2023-06-03
429,Company_00429,FinTech,UK,2019-02-20
430,Company_00430,BioTech,CH,2022-12-07
431,Company_00431,HealthTech,US,2019-06-19
432,Company_00432,Logistics,AE,2023-01-23
433,Company_00433,SaaS,SG,2023-07-17
434,Company_00434,EdTech,NL,2019-09-21
435,Company_00435,Logistics,CH,2021-05-21
436,Company_00436,SaaS,CH,2019-09-06
437,Company_00437,HealthTech,DE,2022-02-13
438,Company_00438,SaaS,SG,2024-02-06
439,Company_00439,SaaS,CA,2019-06-12
440,Company_00440,EdTech,NL,2021-03-09
441,Company_00441,AI,CA,2024-05-08
442,Company_00442,Media,US,2020-08-27
443,Company_00443,HealthTech,IN,2019-09-23
444,Company_00444,BioTech,CH,2021-09-08
445,Company_00445,EdTech,CH,2021-10-17
446,Company_00446,EdTech,FR,2022-08-24
447,Company_00447,Media,UK,2020-09-21
448,Company_00448,BioTech,SG,2024-04-02
449,Company_00449,BioTech,SG,2021-11-12
450,Company_00450,BioTech,SG,2020-07-29
451,Company_00451,AI,CA,2024-04-12
452,Company_00452,BioTech,SG,2024-02-01
453,Company_00453,Media,AE,2021-09-29
454,Company_00454,BioTech,CH,2019-02-19
455,Company_00455,EdTech,AE,2022-04-13
456,Company_00456,SaaS,CH,2022-01-19
457,Company_00457,AI,UK,2019-10-25
458,Company_00458,SaaS,DE,2022-06-27
459,Company_00459,FinTech,DE,2023-08-16
460,Company_00460,Ecommerce,AE,2019-08-01
461,Company_00461,AI,SG,2022-12-23
462,Company_00462,Logistics,UK,2019-10-09
463,Company_00463,Cloud,CH,2023-02-12
464,Company_00464,BioTech,SG,2021-04-21
465,Company_00465,AI,CA,2019-01-14
466,Company_00466,Ecommerce,CA,2024-04-24
467,Company_00467,BioTech,UK,2019-11-30
468,Company_00468,HealthTech,CA,2022-04-11
469,Company_00469,Media,DE,2019-12-31
470,Company_00470,BioTech,DE,2024-02-17
471,Company_00471,EdTech,SG,2023-01-22
472,Company_00472,HealthTech,CA,2023-06-04
473,Company_00473,EdTech,NL,2021-05-17
474,Company_00474,Media,AE,2021-07-27
475,Company_00475,SaaS,FR,2022-06-27
476,Company_00476,FinTech,NL,2023-04-25
477,Company_00477,Logistics,CA,2023-08-28
478,Company_00478,Ecommerce,SG,2019-02-05
479,Company_00479,BioTech,US,2022-08-25
480,Company_00480,AI,IN,2019-08-08
481,Company_00481,Cloud,SG,2020-08-01
482,Company_00482,HealthTech,SG,2023-07-24
483,Company_00483,Ecommerce,CH,2020-05-18
484,Company_00484,SaaS,UK,2023-05-20
485,Company_00485,HealthTech,IN,2021-07-18
486,Company_00486,HealthTech,UK,2020-04-12
487,Company_00487,BioTech,SG,2020-11-02
488,Company_00488,Ecommerce,CA,2021-12-01
489,Company_00489,HealthTech,UK,2023-03-17
490,Company_00490,Ecommerce,CH,2022-05-01
491,Company_00491,Logistics,CH,2024-02-17
492,Company_00492,BioTech,US,2023-10-09
493,Company_00493,Cloud,US,2023-02-21
494,Company_00494,SaaS,DE,2022-04-26
495,Company_00495,Media,US,2020-08-05
496,Company_00496,Ecommerce,IN,2021-04-08
497,Company_00497,Media,SG,2019-08-27
498,Company_00498,SaaS,US,2021-01-21
499,Company_00499,EdTech,CA,2024-02-04
500,Company_00500,Cloud,AE,2021-05-05
501,Company_00501,SaaS,SG,2019-08-17
502,Company_00502,BioTech,AE,2022-08-02
503,Company_00503,FinTech,CA,2024-04-16
504,Company_00504,Cloud,NL,2023-10-08
505,Company_00505,BioTech,UK,2020-07-04
506,Company_00506,Cloud,FR,2021-06-30
507,Company_00507,Media,DE,2021-12-02
508,Company_00508,Ecommerce,UK,2020-05-12
509,Company_00509,AI,CA,2020-06-23
510,Company_00510,EdTech,US,2020-04-20
511,Company_00511,FinTech,FR,2024-06-20
512,Company_00512,Ecommerce,UK,2023-02-06
513,Company_00513,SaaS,CA,2023-08-16
514,Company_00514,Media,CH,2023-06-28
515,Company_00515,HealthTech,AE,2024-04-09
516,Company_00516,AI,AE,2019-07-31
517,Company_00517,AI,AE,2023-11-06
518,Company_00518,Ecommerce,UK,2019-05-14
519,Company_00519,BioTech,FR,2021-08-12
520,Company_00520,Cloud,NL,2022-04-08
521,Company_00521,Logistics,US,2020-12-19
522,Company_00522,Media,CH,2019-10-21
523,Company_00523,FinTech,UK,2020-01-22
524,Company_00524,Cloud,UK,2023-07-14
525,Company_00525,FinTech,DE,2020-10-01
526,Company_00526,SaaS,DE,2020-09-15
527,Company_00527,SaaS,FR,2024-01-29
528,Company_00528,HealthTech,SG,2019-10-16
529,Company_00529,Media,NL,2024-01-12
530,Company_00530,Ecommerce,CA,2024-01-24
531,Company_00531,BioTech,UK,2022-04-16
532,Company_00532,AI,NL,2019-11-29
533,Company_00533,FinTech,SG,2019-11-09
534,Company_00534,AI,US,2020-07-25
535,Company_00535,HealthTech,FR,2022-03-05
536,Company_00536,HealthTech,CH,2019-11-05
537,Company_00537,Logistics,US,2021-07-03
538,Company_00538,BioTech,US,2019-08-20
539,Company_00539,Logistics,CA,2021-12-20
540,Company_00540,HealthTech,FR,2019-02-12
541,Company_00541,BioTech,AE,2022-11-24
542,Company_00542,EdTech,CH,2019-04-22
543,Company_00543,HealthTech,IN,2020-01-27
544,Company_00544,Media,CH,2019-12-17
545,Company_00545,Media,UK,2023-07-27
546,Company_00546,EdTech,US,2019-04-18
547,Company_00547,HealthTech,DE,2021-05-11
548,Company_00548,Ecommerce,DE,2022-04-02
549,Company_00549,AI,FR,2021-11-02
550,Company_00550,FinTech,CH,2022-09-28
551,Company_00551,Ecommerce,UK,2023-06-01
552,Company_00552,FinTech,UK,2021-03-01
553,Company_00553,FinTech,DE,2023-07-22
554,Company_00554,BioTech,FR,2020-09-30
555,Company_00555,FinTech,UK,2024-05-30
556,Company_00556,AI,UK,2021-10-10
557,Company_00557,AI,IN,2023-01-17
558,Company_00558,SaaS,UK,2023-10-24
559,Company_00559,Media,UK,2023-05-11
560,Company_00560,Cloud,SG,2023-09-06
561,Company_00561,EdTech,US,2021-12-13
562,Company_00562,EdTech,US,2019-03-29
563,Company_00563,HealthTech,US,2021-09-17
564,Company_00564,Media,IN,2019-12-31
565,Company_00565,BioTech,CA,2023-11-21
566,Company_00566,AI,CA,2020-04-20
567,Company_00567,BioTech,CA,2020-04-02
568,Company_00568,Cloud,US,2020-05-15
569,Company_00569,EdTech,FR,2022-07-14
570,Company_00570,FinTech,CA,2022-02-21
571,Company_00571,Ecommerce,CA,2024-03-20
572,Company_00572,FinTech,FR,2021-04-15
573,Company_00573,Ecommerce,SG,2020-07-20
574,Company_00574,Media,SG,2019-04-09
575,Company_00575,FinTech,CH,2019-01-15
576,Company_00576,Media,CH,2021-01-20
577,Company_00577,HealthTech,NL,2024-02-03
578,Company_00578,AI,CH,2021-11-17
579,Company_00579,Logistics,IN,2023-11-30
580,Company_00580,FinTech,FR,2019-07-24
581,Company_00581,FinTech,FR,2019-07-07
582,Company_00582,Ecommerce,SG,2023-08-01
583,Company_00583,SaaS,DE,2019-08-03
584,Company_00584,BioTech,CA,2019-04-15
585,Company_00585,Logistics,IN,2021-03-22
586,Company_00586,Media,FR,2024-02-01
587,Company_00587,Media,AE,2022-10-16
588,Company_00588,Ecommerce,US,2019-07-19
589,Company_00589,Media,CH,2023-08-08
590,Company_00590,SaaS,US,2023-08-21
591,Company_00591,AI,US,2023-05-27
592,Company_00592,EdTech,DE,2023-12-18
593,Company_00593,AI,IN,2020-04-26
594,Company_00594,BioTech,DE,2024-05-20
595,Company_00595,Media,SG,2020-10-05
596,Company_00596,AI,NL,2023-05-30
597,Company_00597,HealthTech,FR,2022-03-09
598,Company_00598,Logistics,NL,2023-04-15
599,Company_00599,Media,US,2022-06-14
600,Company_00600,Cloud,UK,2022-07-14
601,Company_00601,Media,FR,2022-05-22
602,Company_00602,HealthTech,NL,2023-04-14
603,Company_00603,HealthTech,IN,2023-01-23
604,Company_00604,Logistics,CH,2019-09-28
605,Company_00605,AI,CA,2023-07-17
606,Company_00606,EdTech,AE,2021-12-12
607,Company_00607,Cloud,NL,2020-10-10
608,Company_00608,Logistics,NL,2021-10-29
609,Company_00609,Ecommerce,AE,2024-04-25
610,Company_00610,Media,CH,2023-09-19
611,Company_00611,AI,CA,2023-08-02
612,Company_00612,EdTech,IN,2021-07-18
